,date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
4707,2022-05-06,Barnet,E09000003,-16,1,57,-29,-30,6
10551,2022-05-06,Ealing,E09000009,-16,3,54,-33,-30,5
20291,2022-05-06,Lambeth,E09000022,-27,-6,71,-35,-33,7
15421,2022-05-06,Harrow,E09000015,-7,15,100,-22,-22,5
13473,2022-05-06,Hammersmith and Fulham,E09000013,-31,-10,30,-41,-40,8
12499,2022-05-06,Hackney,E09000012,-24,1,30,-36,-35,7
23213,2022-05-06,Newham,E09000025,-18,1,186,-25,-24,4
7629,2022-05-06,Bromley,E09000006,-12,8,23,-31,-38,8
27109,2022-05-06,Sutton,E09000029,-16,-6,48,-40,-36,6
31005,2022-05-06,Greenwich,E09000011,-6,4,20,-17,-36,6
11525,2022-05-06,Enfield,E09000010,-14,0,27,-38,-28,4
32953,2022-05-06,Kingston upon Thames,E09000021,-17,-2,,-31,-33,7
29057,2022-05-06,Waltham Forest,E09000031,-6,-2,15,-35,-35,6
21265,2022-05-06,Lewisham,E09000023,-6,6,34,-27,-37,7
25161,2022-05-06,Richmond upon Thames,E09000027,-21,4,33,-35,-47,8
8603,2022-05-06,Camden,E09000007,-36,-8,16,-19,-35,8
6655,2022-05-06,Brent,E09000005,-17,5,83,-27,-28,4
1785,2022-05-06,City of London,E09000001,-60,-59,-50,-42,-36,
30031,2022-05-06,Wandsworth,E09000032,-23,-13,21,-26,-36,9
3733,2022-05-06,Barking and Dagenham,E09000002,-14,10,75,-22,-26,3
31979,2022-05-06,Kensington and Chelsea,E09000020,-29,2,1,-40,-37,7
2759,2022-05-06,Westminster,E09000033,-40,-10,-16,-29,-38,8
19317,2022-05-06,Islington,E09000019,-40,-17,26,-68,-46,9
26135,2022-05-06,Southwark,E09000028,-26,-4,2,-29,-30,7
9577,2022-05-06,Croydon,E09000008,-16,8,30,-30,-27,6
5681,2022-05-06,Bexley,E09000004,-17,1,48,-33,-31,5
28083,2022-05-06,Tower Hamlets,E09000030,-29,-2,-4,-43,-40,8
14447,2022-05-06,Haringey,E09000014,-9,-7,20,-28,-37,5
24187,2022-05-06,Redbridge,E09000026,-14,-2,19,-33,-37,5
22239,2022-05-06,Merton,E09000024,-23,0,2,-31,-31,6
16395,2022-05-06,Havering,E09000016,-11,6,30,-24,-27,5
17369,2022-05-06,Hillingdon,E09000017,-10,-3,57,-16,-28,5
10550,2022-05-05,Ealing,E09000009,-13,9,60,-32,-30,4
27108,2022-05-05,Sutton,E09000029,-10,-1,51,-38,-37,6
11524,2022-05-05,Enfield,E09000010,-12,3,38,-38,-30,4
12498,2022-05-05,Hackney,E09000012,-22,3,27,-36,-31,5
8602,2022-05-05,Camden,E09000007,-34,-8,11,-19,-33,6
17368,2022-05-05,Hillingdon,E09000017,-4,4,81,-17,-29,4
18342,2022-05-05,Hounslow,E09000018,-6,10,36,-23,-25,4
19316,2022-05-05,Islington,E09000019,-36,-11,20,-67,-41,7
31978,2022-05-05,Kensington and Chelsea,E09000020,-24,4,0,-35,-35,6
6654,2022-05-05,Brent,E09000005,-10,8,80,-27,-29,3
5680,2022-05-05,Bexley,E09000004,-12,4,42,-31,-31,5
22238,2022-05-05,Merton,E09000024,-18,-4,-1,-33,-33,6
9576,2022-05-05,Croydon,E09000008,-11,13,39,-27,-26,5
32952,2022-05-05,Kingston upon Thames,E09000021,-15,-1,,-26,-31,7
2758,2022-05-05,Westminster,E09000033,-33,-11,-7,-28,-34,5
4706,2022-05-05,Barnet,E09000003,-11,5,78,-28,-31,5
7628,2022-05-05,Bromley,E09000006,-7,10,31,-32,-35,7
3732,2022-05-05,Barking and Dagenham,E09000002,-10,8,90,-22,-30,3
28082,2022-05-05,Tower Hamlets,E09000030,-22,1,8,-41,-38,7
15420,2022-05-05,Harrow,E09000015,-2,15,115,-20,-21,5
24186,2022-05-05,Redbridge,E09000026,-13,-3,26,-37,-39,5
30030,2022-05-05,Wandsworth,E09000032,-22,-13,14,-22,-35,7
23212,2022-05-05,Newham,E09000025,-11,3,185,-28,-25,3
1784,2022-05-05,City of London,E09000001,-44,-47,-39,-36,-28,
13472,2022-05-05,Hammersmith and Fulham,E09000013,-27,-6,27,-39,-38,6
20290,2022-05-05,Lambeth,E09000022,-20,-7,73,-31,-31,5
21264,2022-05-05,Lewisham,E09000023,-3,9,45,-26,-34,6
16394,2022-05-05,Havering,E09000016,-1,12,35,-23,-26,4
25160,2022-05-05,Richmond upon Thames,E09000027,-16,8,37,-30,-44,7
26134,2022-05-05,Southwark,E09000028,-22,-6,6,-30,-25,6
31004,2022-05-05,Greenwich,E09000011,4,7,22,-22,-38,6
14446,2022-05-05,Haringey,E09000014,-17,-3,21,-30,-36,4
29056,2022-05-05,Waltham Forest,E09000031,-1,4,23,-32,-34,5
6653,2022-05-04,Brent,E09000005,-18,2,18,-30,-29,5
29055,2022-05-04,Waltham Forest,E09000031,-10,-4,-17,-33,-34,6
4705,2022-05-04,Barnet,E09000003,-19,-4,2,-28,-30,7
23211,2022-05-04,Newham,E09000025,-18,-5,123,-25,-23,5
14445,2022-05-04,Haringey,E09000014,-27,-10,-15,-36,-37,6
10549,2022-05-04,Ealing,E09000009,-10,-5,9,-32,-32,6
11523,2022-05-04,Enfield,E09000010,-22,-7,-1,-40,-29,5
13471,2022-05-04,Hammersmith and Fulham,E09000013,-31,-11,0,-39,-40,8
9575,2022-05-04,Croydon,E09000008,-14,3,3,-29,-25,6
26133,2022-05-04,Southwark,E09000028,-29,-9,-12,-30,-29,7
5679,2022-05-04,Bexley,E09000004,-18,-3,16,-34,-31,6
22237,2022-05-04,Merton,E09000024,-24,-9,-15,-31,-31,7
16393,2022-05-04,Havering,E09000016,-17,0,-1,-27,-25,6
19315,2022-05-04,Islington,E09000019,-37,-17,-10,-67,-42,10
31003,2022-05-04,Greenwich,E09000011,-5,0,-18,-21,-34,7
8601,2022-05-04,Camden,E09000007,-38,-18,-17,-20,-33,8
1783,2022-05-04,City of London,E09000001,-49,-50,-38,-37,-33,
31977,2022-05-04,Kensington and Chelsea,E09000020,-26,-3,-11,-41,-33,8
27107,2022-05-04,Sutton,E09000029,-19,-4,11,-37,-36,7
12497,2022-05-04,Hackney,E09000012,-29,-5,-6,-40,-32,7
3731,2022-05-04,Barking and Dagenham,E09000002,-22,5,25,-28,-29,4
32951,2022-05-04,Kingston upon Thames,E09000021,-23,-8,,-29,-31,8
24185,2022-05-04,Redbridge,E09000026,-23,-4,-18,-32,-39,7
2757,2022-05-04,Westminster,E09000033,-37,-14,-28,-31,-35,7
20289,2022-05-04,Lambeth,E09000022,-26,-11,25,-35,-30,8
15419,2022-05-04,Harrow,E09000015,-10,10,37,-19,-19,7
21263,2022-05-04,Lewisham,E09000023,-5,3,0,-27,-32,8
25159,2022-05-04,Richmond upon Thames,E09000027,-26,0,4,-32,-46,9
28081,2022-05-04,Tower Hamlets,E09000030,-42,-6,-23,-43,-36,8
17367,2022-05-04,Hillingdon,E09000017,-12,-5,29,-19,-29,6
30029,2022-05-04,Wandsworth,E09000032,-26,-18,2,-27,-34,9
7627,2022-05-04,Bromley,E09000006,-14,5,1,-31,-35,9
18341,2022-05-04,Hounslow,E09000018,-14,6,6,-25,-22,5
23210,2022-05-03,Newham,E09000025,-10,0,134,-26,-30,6
18340,2022-05-03,Hounslow,E09000018,-10,7,20,-27,-27,5
32950,2022-05-03,Kingston upon Thames,E09000021,-22,-4,,-31,-34,8
24184,2022-05-03,Redbridge,E09000026,-18,2,8,-37,-43,7
7626,2022-05-03,Bromley,E09000006,-14,11,6,-34,-36,8
29054,2022-05-03,Waltham Forest,E09000031,-14,-4,-8,-36,-40,7
2756,2022-05-03,Westminster,E09000033,-40,-14,-22,-31,-37,7
31002,2022-05-03,Greenwich,E09000011,-2,2,-9,-21,-39,7
8600,2022-05-03,Camden,E09000007,-40,-12,-15,-22,-38,8
19314,2022-05-03,Islington,E09000019,-45,-14,-7,-70,-45,9
25158,2022-05-03,Richmond upon Thames,E09000027,-30,6,3,-34,-47,9
11522,2022-05-03,Enfield,E09000010,-19,-4,12,-41,-31,5
6652,2022-05-03,Brent,E09000005,-10,5,43,-29,-30,5
4704,2022-05-03,Barnet,E09000003,-17,2,30,-28,-33,7
5678,2022-05-03,Bexley,E09000004,-20,4,9,-36,-32,7
28080,2022-05-03,Tower Hamlets,E09000030,-47,-5,-10,-46,-45,9
13470,2022-05-03,Hammersmith and Fulham,E09000013,-33,-8,0,-39,-41,7
30028,2022-05-03,Wandsworth,E09000032,-30,-17,3,-26,-37,9
15418,2022-05-03,Harrow,E09000015,-9,15,60,-20,-20,7
3730,2022-05-03,Barking and Dagenham,E09000002,-16,-2,51,-25,-35,5
22236,2022-05-03,Merton,E09000024,-26,-4,-10,-32,-35,8
14444,2022-05-03,Haringey,E09000014,-24,-7,-2,-32,-41,6
1782,2022-05-03,City of London,E09000001,-56,-54,-46,-41,-31,
21262,2022-05-03,Lewisham,E09000023,-7,4,9,-28,-35,8
17366,2022-05-03,Hillingdon,E09000017,-13,-1,37,-17,-30,6
31976,2022-05-03,Kensington and Chelsea,E09000020,-30,0,-21,-43,-38,8
27106,2022-05-03,Sutton,E09000029,-19,-4,20,-38,-38,7
10548,2022-05-03,Ealing,E09000009,-9,-2,35,-33,-33,6
20288,2022-05-03,Lambeth,E09000022,-36,-9,35,-34,-33,8
16392,2022-05-03,Havering,E09000016,-15,7,3,-27,-26,6
12496,2022-05-03,Hackney,E09000012,-35,-5,0,-43,-36,7
9574,2022-05-03,Croydon,E09000008,-15,9,5,-33,-30,7
26132,2022-05-03,Southwark,E09000028,-31,-9,-11,-33,-32,8
23209,2022-05-02,Newham,E09000025,-5,-8,422,-34,-69,11
6651,2022-05-02,Brent,E09000005,11,0,201,-45,-69,13
21261,2022-05-02,Lewisham,E09000023,-1,-13,118,-49,-77,16
25157,2022-05-02,Richmond upon Thames,E09000027,5,-8,101,-47,-85,14
10547,2022-05-02,Ealing,E09000009,2,-11,138,-49,-72,13
18339,2022-05-02,Hounslow,E09000018,-1,1,95,-41,-68,12
26131,2022-05-02,Southwark,E09000028,-24,-22,29,-48,-76,14
28079,2022-05-02,Tower Hamlets,E09000030,-43,-19,44,-57,-80,10
29053,2022-05-02,Waltham Forest,E09000031,4,-10,62,-52,-77,14
30027,2022-05-02,Wandsworth,E09000032,-13,-26,38,-54,-80,15
16391,2022-05-02,Havering,E09000016,-1,-8,41,-52,-76,15
4703,2022-05-02,Barnet,E09000003,-3,-5,78,-47,-75,14
27105,2022-05-02,Sutton,E09000029,-12,-14,124,-64,-81,16
31975,2022-05-02,Kensington and Chelsea,E09000020,-14,-16,-9,-55,-76,12
7625,2022-05-02,Bromley,E09000006,-2,-2,65,-56,-81,17
20287,2022-05-02,Lambeth,E09000022,-26,-22,132,-52,-77,15
11521,2022-05-02,Enfield,E09000010,-11,-12,110,-56,-71,13
12495,2022-05-02,Hackney,E09000012,-23,-18,53,-55,-76,13
24183,2022-05-02,Redbridge,E09000026,-8,-5,346,-46,-78,12
